freq, data
2.800000000000000000e+09, -2.961909999999999599e+00
2.800250000000000000e+09, -2.961909999999999599e+00
2.800500000000000000e+09, -2.961909999999999599e+00
2.800750000000000000e+09, -2.961909999999999599e+00
2.801000000000000000e+09, -2.961909999999999599e+00
2.801250000000000000e+09, -2.961909999999999599e+00
2.801500000000000000e+09, -2.961909999999999599e+00
2.801750000000000000e+09, -2.961909999999999599e+00
2.802000000000000000e+09, -2.961909999999999599e+00
2.802250000000000000e+09, -2.961909999999999599e+00
2.802500000000000000e+09, -2.961909999999999599e+00
2.802750000000000000e+09, -2.961909999999999599e+00
2.803000000000000000e+09, -2.961909999999999599e+00
2.803250000000000000e+09, -2.961909999999999599e+00
2.803500000000000000e+09, -2.961909999999999599e+00
2.803750000000000000e+09, -2.961909999999999599e+00
2.804000000000000000e+09, -2.961909999999999599e+00
2.804250000000000000e+09, -2.961909999999999599e+00
2.804500000000000000e+09, -2.961909999999999599e+00
2.804750000000000000e+09, -2.961909999999999599e+00
2.805000000000000000e+09, -2.961909999999999599e+00
2.805250000000000000e+09, -2.961909999999999599e+00
2.805500000000000000e+09, -2.961909999999999599e+00
2.805750000000000000e+09, -2.961909999999999599e+00
2.806000000000000000e+09, -2.961909999999999599e+00
2.806250000000000000e+09, -2.961909999999999599e+00
2.806500000000000000e+09, -2.961909999999999599e+00
2.806750000000000000e+09, -2.961909999999999599e+00
2.807000000000000000e+09, -2.961909999999999599e+00
2.807250000000000000e+09, -2.961909999999999599e+00
2.807500000000000000e+09, -2.961909999999999599e+00
2.807750000000000000e+09, -2.961909999999999599e+00
2.808000000000000000e+09, -2.961909999999999599e+00
2.808250000000000000e+09, -2.961909999999999599e+00
2.808500000000000000e+09, -2.961909999999999599e+00
2.808750000000000000e+09, -2.961909999999999599e+00
2.809000000000000000e+09, -2.961909999999999599e+00
2.809250000000000000e+09, -2.961909999999999599e+00
2.809500000000000000e+09, -2.961909999999999599e+00
2.809750000000000000e+09, -2.961909999999999599e+00
2.810000000000000000e+09, -2.961909999999999599e+00
2.810250000000000000e+09, -2.961909999999999599e+00
2.810500000000000000e+09, -2.961909999999999599e+00
2.810750000000000000e+09, -2.961909999999999599e+00
2.811000000000000000e+09, -2.961909999999999599e+00
2.811250000000000000e+09, -2.961909999999999599e+00
2.811500000000000000e+09, -2.961909999999999599e+00
2.811750000000000000e+09, -2.961909999999999599e+00
2.812000000000000000e+09, -2.961909999999999599e+00
2.812250000000000000e+09, -2.961909999999999599e+00
2.812500000000000000e+09, -2.961909999999999599e+00
2.812750000000000000e+09, -2.961909999999999599e+00
2.813000000000000000e+09, -2.961909999999999599e+00
2.813250000000000000e+09, -2.961909999999999599e+00
2.813500000000000000e+09, -2.961909999999999599e+00
2.813750000000000000e+09, -2.961909999999999599e+00
2.814000000000000000e+09, -2.961909999999999599e+00
2.814250000000000000e+09, -2.961909999999999599e+00
2.814500000000000000e+09, -2.961909999999999599e+00
2.814750000000000000e+09, -2.961909999999999599e+00
2.815000000000000000e+09, -2.961909999999999599e+00
2.815250000000000000e+09, -2.961909999999999599e+00
2.815500000000000000e+09, -2.961909999999999599e+00
2.815750000000000000e+09, -2.961909999999999599e+00
2.816000000000000000e+09, -2.961909999999999599e+00
2.816250000000000000e+09, -2.961909999999999599e+00
2.816500000000000000e+09, -2.961909999999999599e+00
2.816750000000000000e+09, -2.961909999999999599e+00
2.817000000000000000e+09, -2.961909999999999599e+00
2.817250000000000000e+09, -2.961909999999999599e+00
2.817500000000000000e+09, -2.961909999999999599e+00
2.817750000000000000e+09, -2.961909999999999599e+00
2.818000000000000000e+09, -2.961909999999999599e+00
2.818250000000000000e+09, -2.961909999999999599e+00
2.818500000000000000e+09, -2.961909999999999599e+00
2.818750000000000000e+09, -2.961909999999999599e+00
2.819000000000000000e+09, -2.961909999999999599e+00
2.819250000000000000e+09, -2.961909999999999599e+00
2.819500000000000000e+09, -2.961909999999999599e+00
